 -- Frame 4597 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4598 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4599 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4600 Framerate: 73.4 [Very Good Framerate]
 -- Frame 4601 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4602 Framerate: 74.3 [Very Good Framerate]
 -- Frame 4603 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4604 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4605 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4606 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4607 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4608 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4609 Framerate: 70.6 [Very Good Framerate]
 -- Frame 4610 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4611 Framerate: 73.1 [Very Good Framerate]
 -- Frame 4612 Framerate: 69.6 [Very Good Framerate]
 -- Frame 4613 Framerate: 73.8 [Very Good Framerate]
 -- Frame 4614 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4615 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4616 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4617 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4618 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4619 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4620 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4621 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4622 Framerate: 69.7 [Very Good Framerate]
 -- Frame 4623 Framerate: 70.6 [Very Good Framerate]
 -- Frame 4624 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4625 Framerate: 69.9 [Very Good Framerate]
 -- Frame 4626 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4627 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4628 Framerate: 70.1 [Very Good Framerate]
 -- Frame 4629 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4630 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4631 Framerate: 109.6 [Very Good Framerate]
 -- Frame 4632 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4633 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4634 Framerate: 70.4 [Very Good Framerate]
 -- Frame 4635 Framerate: 85.1 [Very Good Framerate]
 -- Frame 4636 Framerate: 79.8 [Very Good Framerate]
 -- Frame 4637 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4638 Framerate: 75.1 [Very Good Framerate]
 -- Frame 4639 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4640 Framerate: 73.1 [Very Good Framerate]
 -- Frame 4641 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4642 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4643 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4644 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4645 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4646 Framerate: 73.3 [Very Good Framerate]
 -- Frame 4647 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4648 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4649 Framerate: 73.6 [Very Good Framerate]
 -- Frame 4650 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4651 Framerate: 72.7 [Very Good Framerate]
 -- Frame 4652 Framerate: 73.7 [Very Good Framerate]
 -- Frame 4653 Framerate: 69.8 [Very Good Framerate]
 -- Frame 4654 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4655 Framerate: 69.9 [Very Good Framerate]
 -- Frame 4656 Framerate: 74.4 [Very Good Framerate]
 -- Frame 4657 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4658 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4659 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4660 Framerate: 69.9 [Very Good Framerate]
 -- Frame 4661 Framerate: 72.6 [Very Good Framerate]
 -- Frame 4662 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4663 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4664 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4665 Framerate: 73.3 [Very Good Framerate]
 -- Frame 4666 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4667 Framerate: 71.0 [Very Good Framerate]
 -- Frame 4668 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4669 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4670 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4671 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4672 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4673 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4674 Framerate: 72.8 [Very Good Framerate]
 -- Frame 4675 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4676 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4677 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4678 Framerate: 73.5 [Very Good Framerate]
 -- Frame 4679 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4680 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4681 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4682 Framerate: 72.8 [Very Good Framerate]
 -- Frame 4683 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4684 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4685 Framerate: 70.2 [Very Good Framerate]
 -- Frame 4686 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4687 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4688 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4689 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4690 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4691 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4692 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4693 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4694 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4695 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4696 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4697 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4698 Framerate: 68.2 [Very Good Framerate]
 -- Frame 4699 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4700 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4701 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4702 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4703 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4704 Framerate: 70.5 [Very Good Framerate]
 -- Frame 4705 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4706 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4707 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4708 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4709 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4710 Framerate: 73.2 [Very Good Framerate]
 -- Frame 4711 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4712 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4713 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4714 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4715 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4716 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4717 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4718 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4719 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4720 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4721 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4722 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4723 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4724 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4725 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4726 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4727 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4728 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4729 Framerate: 73.6 [Very Good Framerate]
 -- Frame 4730 Framerate: 70.2 [Very Good Framerate]
 -- Frame 4731 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4732 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4733 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4734 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4735 Framerate: 72.7 [Very Good Framerate]
 -- Frame 4736 Framerate: 70.0 [Very Good Framerate]
 -- Frame 4737 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4738 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4739 Framerate: 66.1 [Very Good Framerate]
 -- Frame 4740 Framerate: 77.0 [Very Good Framerate]
 -- Frame 4741 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4742 Framerate: 70.3 [Very Good Framerate]
 -- Frame 4743 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4744 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4745 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4746 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4747 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4748 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4749 Framerate: 70.3 [Very Good Framerate]
 -- Frame 4750 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4751 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4752 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4753 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4754 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4755 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4756 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4757 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4758 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4759 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4760 Framerate: 73.1 [Very Good Framerate]
 -- Frame 4761 Framerate: 70.4 [Very Good Framerate]
 -- Frame 4762 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4763 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4764 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4765 Framerate: 73.8 [Very Good Framerate]
 -- Frame 4766 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4767 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4768 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4769 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4770 Framerate: 72.7 [Very Good Framerate]
 -- Frame 4771 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4772 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4773 Framerate: 73.3 [Very Good Framerate]
 -- Frame 4774 Framerate: 70.2 [Very Good Framerate]
 -- Frame 4775 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4776 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4777 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4778 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4779 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4780 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4781 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4782 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4783 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4784 Framerate: 70.5 [Very Good Framerate]
 -- Frame 4785 Framerate: 70.5 [Very Good Framerate]
 -- Frame 4786 Framerate: 72.6 [Very Good Framerate]
 -- Frame 4787 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4788 Framerate: 70.6 [Very Good Framerate]
 -- Frame 4789 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4790 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4791 Framerate: 73.3 [Very Good Framerate]
 -- Frame 4792 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4793 Framerate: 69.8 [Very Good Framerate]
 -- Frame 4794 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4795 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4796 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4797 Framerate: 70.0 [Very Good Framerate]
 -- Frame 4798 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4799 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4800 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4801 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4802 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4803 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4804 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4805 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4806 Framerate: 70.1 [Very Good Framerate]
 -- Frame 4807 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4808 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4809 Framerate: 73.4 [Very Good Framerate]
 -- Frame 4810 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4811 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4812 Framerate: 70.5 [Very Good Framerate]
 -- Frame 4813 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4814 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4815 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4816 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4817 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4818 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4819 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4820 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4821 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4822 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4823 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4824 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4825 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4826 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4827 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4828 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4829 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4830 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4831 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4832 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4833 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4834 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4835 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4836 Framerate: 73.6 [Very Good Framerate]
 -- Frame 4837 Framerate: 70.0 [Very Good Framerate]
 -- Frame 4838 Framerate: 70.5 [Very Good Framerate]
 -- Frame 4839 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4840 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4841 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4842 Framerate: 70.4 [Very Good Framerate]
 -- Frame 4843 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4844 Framerate: 69.6 [Very Good Framerate]
 -- Frame 4845 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4846 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4847 Framerate: 70.1 [Very Good Framerate]
 -- Frame 4848 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4849 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4850 Framerate: 69.6 [Very Good Framerate]
 -- Frame 4851 Framerate: 70.2 [Very Good Framerate]
 -- Frame 4852 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4853 Framerate: 70.7 [Very Good Framerate]
 -- Frame 4854 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4855 Framerate: 71.0 [Very Good Framerate]
 -- Frame 4856 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4857 Framerate: 69.6 [Very Good Framerate]
 -- Frame 4858 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4859 Framerate: 70.6 [Very Good Framerate]
 -- Frame 4860 Framerate: 70.1 [Very Good Framerate]
 -- Frame 4861 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4862 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4863 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4864 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4865 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4866 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4867 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4868 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4869 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4870 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4871 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4872 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4873 Framerate: 72.6 [Very Good Framerate]
 -- Frame 4874 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4875 Framerate: 72.6 [Very Good Framerate]
 -- Frame 4876 Framerate: 70.4 [Very Good Framerate]
 -- Frame 4877 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4878 Framerate: 71.0 [Very Good Framerate]
 -- Frame 4879 Framerate: 72.6 [Very Good Framerate]
 -- Frame 4880 Framerate: 71.0 [Very Good Framerate]
 -- Frame 4881 Framerate: 73.6 [Very Good Framerate]
 -- Frame 4882 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4883 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4884 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4885 Framerate: 73.1 [Very Good Framerate]
 -- Frame 4886 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4887 Framerate: 74.8 [Very Good Framerate]
 -- Frame 4888 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4889 Framerate: 73.6 [Very Good Framerate]
 -- Frame 4890 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4891 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4892 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4893 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4894 Framerate: 73.3 [Very Good Framerate]
 -- Frame 4895 Framerate: 70.4 [Very Good Framerate]
 -- Frame 4896 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4897 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4898 Framerate: 72.8 [Very Good Framerate]
 -- Frame 4899 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4900 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4901 Framerate: 70.6 [Very Good Framerate]
 -- Frame 4902 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4903 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4904 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4905 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4906 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4907 Framerate: 70.8 [Very Good Framerate]
 -- Frame 4908 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4909 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4910 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4911 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4912 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4913 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4914 Framerate: 70.0 [Very Good Framerate]
 -- Frame 4915 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4916 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4917 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4918 Framerate: 71.9 [Very Good Framerate]
 -- Frame 4919 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4920 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4921 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4922 Framerate: 71.3 [Very Good Framerate]
 -- Frame 4923 Framerate: 71.0 [Very Good Framerate]
 -- Frame 4924 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4925 Framerate: 73.0 [Very Good Framerate]
 -- Frame 4926 Framerate: 70.1 [Very Good Framerate]
 -- Frame 4927 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4928 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4929 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4930 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4931 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4932 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4933 Framerate: 70.5 [Very Good Framerate]
 -- Frame 4934 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4935 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4936 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4937 Framerate: 71.1 [Very Good Framerate]
 -- Frame 4938 Framerate: 72.6 [Very Good Framerate]
 -- Frame 4939 Framerate: 70.1 [Very Good Framerate]
 -- Frame 4940 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4941 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4942 Framerate: 71.6 [Very Good Framerate]
 -- Frame 4943 Framerate: 70.9 [Very Good Framerate]
 -- Frame 4944 Framerate: 73.4 [Very Good Framerate]
 -- Frame 4945 Framerate: 70.3 [Very Good Framerate]
 -- Frame 4946 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4947 Framerate: 71.8 [Very Good Framerate]
 -- Frame 4948 Framerate: 71.0 [Very Good Framerate]
 -- Frame 4949 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4950 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4951 Framerate: 73.4 [Very Good Framerate]
 -- Frame 4952 Framerate: 68.8 [Very Good Framerate]
 -- Frame 4953 Framerate: 75.4 [Very Good Framerate]
 -- Frame 4954 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4955 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4956 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4957 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4958 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4959 Framerate: 71.0 [Very Good Framerate]
 -- Frame 4960 Framerate: 72.3 [Very Good Framerate]
 -- Frame 4961 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4962 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4963 Framerate: 73.7 [Very Good Framerate]
 -- Frame 4964 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4965 Framerate: 71.5 [Very Good Framerate]
 -- Frame 4966 Framerate: 73.8 [Very Good Framerate]
 -- Frame 4967 Framerate: 72.8 [Very Good Framerate]
 -- Frame 4968 Framerate: 72.4 [Very Good Framerate]
 -- Frame 4969 Framerate: 72.9 [Very Good Framerate]
 -- Frame 4970 Framerate: 73.7 [Very Good Framerate]
 -- Frame 4971 Framerate: 72.1 [Very Good Framerate]
 -- Frame 4972 Framerate: 79.2 [Very Good Framerate]
 -- Frame 4973 Framerate: 84.3 [Very Good Framerate]
 -- Frame 4974 Framerate: 74.8 [Very Good Framerate]
 -- Frame 4975 Framerate: 72.0 [Very Good Framerate]
 -- Frame 4976 Framerate: 66.3 [Very Good Framerate]
 -- Frame 4977 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4978 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4979 Framerate: 75.7 [Very Good Framerate]
 -- Frame 4980 Framerate: 73.1 [Very Good Framerate]
 -- Frame 4981 Framerate: 732.1 [Very Good Framerate]
 -- Frame 4982 Framerate: 72.8 [Very Good Framerate]
 -- Frame 4983 Framerate: 66.9 [Very Good Framerate]
 -- Frame 4984 Framerate: 67.8 [Very Good Framerate]
 -- Frame 4985 Framerate: 66.3 [Very Good Framerate]
 -- Frame 4986 Framerate: 66.5 [Very Good Framerate]
 -- Frame 4987 Framerate: 68.0 [Very Good Framerate]
 -- Frame 4988 Framerate: 66.8 [Very Good Framerate]
 -- Frame 4989 Framerate: 67.3 [Very Good Framerate]
 -- Frame 4990 Framerate: 64.2 [Very Good Framerate]
 -- Frame 4991 Framerate: 71.4 [Very Good Framerate]
 -- Frame 4992 Framerate: 72.2 [Very Good Framerate]
 -- Frame 4993 Framerate: 72.5 [Very Good Framerate]
 -- Frame 4994 Framerate: 71.7 [Very Good Framerate]
 -- Frame 4995 Framerate: 72.7 [Very Good Framerate]
 -- Frame 4996 Framerate: 73.8 [Very Good Framerate]
 -- Frame 4997 Framerate: 68.9 [Very Good Framerate]
 -- Frame 4998 Framerate: 71.2 [Very Good Framerate]
 -- Frame 4999 Framerate: 70.6 [Very Good Framerate]
 -- Frame 5000 Framerate: 69.8 [Very Good Framerate]
 -- Frame 5001 Framerate: 69.3 [Very Good Framerate]
 -- Frame 5002 Framerate: 70.9 [Very Good Framerate]
 -- Frame 5003 Framerate: 70.6 [Very Good Framerate]
 -- Frame 5004 Framerate: 68.7 [Very Good Framerate]
 -- Frame 5005 Framerate: 70.5 [Very Good Framerate]
 -- Frame 5006 Framerate: 70.5 [Very Good Framerate]
 -- Frame 5007 Framerate: 70.6 [Very Good Framerate]
 -- Frame 5008 Framerate: 70.0 [Very Good Framerate]
 -- Frame 5009 Framerate: 72.2 [Very Good Framerate]
 -- Frame 5010 Framerate: 70.2 [Very Good Framerate]
 -- Frame 5011 Framerate: 71.4 [Very Good Framerate]
 -- Frame 5012 Framerate: 75.5 [Very Good Framerate]
 -- Frame 5013 Framerate: 78.0 [Very Good Framerate]
 -- Frame 5014 Framerate: 71.1 [Very Good Framerate]
 -- Frame 5015 Framerate: 71.6 [Very Good Framerate]
 -- Frame 5016 Framerate: 72.6 [Very Good Framerate]
 -- Frame 5017 Framerate: 70.4 [Very Good Framerate]
 -- Frame 5018 Framerate: 71.3 [Very Good Framerate]
 -- Frame 5019 Framerate: 73.5 [Very Good Framerate]
 -- Frame 5020 Framerate: 79.9 [Very Good Framerate]
 -- Frame 5021 Framerate: 70.7 [Very Good Framerate]
 -- Frame 5022 Framerate: 71.2 [Very Good Framerate]
 -- Frame 5023 Framerate: 69.6 [Very Good Framerate]
 -- Frame 5024 Framerate: 70.4 [Very Good Framerate]
 -- Frame 5025 Framerate: 50.5 [Very Good Framerate]
 -- Frame 5026 Framerate: 108.6 [Very Good Framerate]
 -- Frame 5027 Framerate: 71.4 [Very Good Framerate]
 -- Frame 5028 Framerate: 72.8 [Very Good Framerate]
 -- Frame 5029 Framerate: 67.8 [Very Good Framerate]
 -- Frame 5030 Framerate: 71.7 [Very Good Framerate]
 -- Frame 5031 Framerate: 70.6 [Very Good Framerate]
 -- Frame 5032 Framerate: 69.9 [Very Good Framerate]
 -- Frame 5033 Framerate: 70.3 [Very Good Framerate]
 -- Frame 5034 Framerate: 72.4 [Very Good Framerate]
 -- Frame 5035 Framerate: 109.3 [Very Good Framerate]
 -- Frame 5036 Framerate: 84.6 [Very Good Framerate]
 -- Frame 5037 Framerate: 69.6 [Very Good Framerate]
 -- Frame 5038 Framerate: 84.9 [Very Good Framerate]
 -- Frame 5039 Framerate: 86.3 [Very Good Framerate]
 -- Frame 5040 Framerate: 71.5 [Very Good Framerate]
 -- Frame 5041 Framerate: 72.3 [Very Good Framerate]
 -- Frame 5042 Framerate: 76.7 [Very Good Framerate]
 -- Frame 5043 Framerate: 79.8 [Very Good Framerate]
 -- Frame 5044 Framerate: 70.8 [Very Good Framerate]
 -- Frame 5045 Framerate: 72.4 [Very Good Framerate]
 -- Frame 5046 Framerate: 73.1 [Very Good Framerate]
 -- Frame 5047 Framerate: 72.3 [Very Good Framerate]
