 -- Frame 10958 Framerate: 76.2 [Very Good Framerate]
 -- Frame 10959 Framerate: 82.3 [Very Good Framerate]
 -- Frame 10960 Framerate: 74.6 [Very Good Framerate]
 -- Frame 10961 Framerate: 76.2 [Very Good Framerate]
 -- Frame 10962 Framerate: 84.0 [Very Good Framerate]
 -- Frame 10963 Framerate: 70.3 [Very Good Framerate]
 -- Frame 10964 Framerate: 84.7 [Very Good Framerate]
 -- Frame 10965 Framerate: 75.1 [Very Good Framerate]
 -- Frame 10966 Framerate: 76.3 [Very Good Framerate]
 -- Frame 10967 Framerate: 74.6 [Very Good Framerate]
 -- Frame 10968 Framerate: 89.9 [Very Good Framerate]
 -- Frame 10969 Framerate: 73.6 [Very Good Framerate]
 -- Frame 10970 Framerate: 75.3 [Very Good Framerate]
 -- Frame 10971 Framerate: 77.3 [Very Good Framerate]
 -- Frame 10972 Framerate: 73.0 [Very Good Framerate]
 -- Frame 10973 Framerate: 99.1 [Very Good Framerate]
 -- Frame 10974 Framerate: 97.0 [Very Good Framerate]
 -- Frame 10975 Framerate: 94.6 [Very Good Framerate]
 -- Frame 10976 Framerate: 84.7 [Very Good Framerate]
 -- Frame 10977 Framerate: 63.8 [Very Good Framerate]
 -- Frame 10978 Framerate: 76.1 [Very Good Framerate]
 -- Frame 10979 Framerate: 76.5 [Very Good Framerate]
 -- Frame 10980 Framerate: 85.6 [Very Good Framerate]
 -- Frame 10981 Framerate: 77.4 [Very Good Framerate]
 -- Frame 10982 Framerate: 73.1 [Very Good Framerate]
 -- Frame 10983 Framerate: 86.6 [Very Good Framerate]
 -- Frame 10984 Framerate: 66.5 [Very Good Framerate]
 -- Frame 10985 Framerate: 77.5 [Very Good Framerate]
 -- Frame 10986 Framerate: 70.0 [Very Good Framerate]
 -- Frame 10987 Framerate: 94.3 [Very Good Framerate]
 -- Frame 10988 Framerate: 77.7 [Very Good Framerate]
 -- Frame 10989 Framerate: 84.1 [Very Good Framerate]
 -- Frame 10990 Framerate: 65.9 [Very Good Framerate]
 -- Frame 10991 Framerate: 74.2 [Very Good Framerate]
 -- Frame 10992 Framerate: 84.8 [Very Good Framerate]
 -- Frame 10993 Framerate: 97.1 [Very Good Framerate]
 -- Frame 10994 Framerate: 83.7 [Very Good Framerate]
 -- Frame 10995 Framerate: 85.1 [Very Good Framerate]
 -- Frame 10996 Framerate: 61.9 [Very Good Framerate]
 -- Frame 10997 Framerate: 82.0 [Very Good Framerate]
 -- Frame 10998 Framerate: 80.7 [Very Good Framerate]
 -- Frame 10999 Framerate: 74.8 [Very Good Framerate]
 -- Frame 11000 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11001 Framerate: 74.6 [Very Good Framerate]
 -- Frame 11002 Framerate: 89.4 [Very Good Framerate]
 -- Frame 11003 Framerate: 74.6 [Very Good Framerate]
 -- Frame 11004 Framerate: 74.2 [Very Good Framerate]
 -- Frame 11005 Framerate: 74.0 [Very Good Framerate]
 -- Frame 11006 Framerate: 73.5 [Very Good Framerate]
 -- Frame 11007 Framerate: 78.9 [Very Good Framerate]
 -- Frame 11008 Framerate: 91.5 [Very Good Framerate]
 -- Frame 11009 Framerate: 68.2 [Very Good Framerate]
 -- Frame 11010 Framerate: 79.9 [Very Good Framerate]
 -- Frame 11011 Framerate: 96.3 [Very Good Framerate]
 -- Frame 11012 Framerate: 87.2 [Very Good Framerate]
 -- Frame 11013 Framerate: 74.1 [Very Good Framerate]
 -- Frame 11014 Framerate: 75.4 [Very Good Framerate]
 -- Frame 11015 Framerate: 98.0 [Very Good Framerate]
 -- Frame 11016 Framerate: 66.2 [Very Good Framerate]
 -- Frame 11017 Framerate: 73.4 [Very Good Framerate]
 -- Frame 11018 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11019 Framerate: 74.1 [Very Good Framerate]
 -- Frame 11020 Framerate: 81.6 [Very Good Framerate]
 -- Frame 11021 Framerate: 95.2 [Very Good Framerate]
 -- Frame 11022 Framerate: 83.7 [Very Good Framerate]
 -- Frame 11023 Framerate: 68.6 [Very Good Framerate]
 -- Frame 11024 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11025 Framerate: 74.3 [Very Good Framerate]
 -- Frame 11026 Framerate: 78.4 [Very Good Framerate]
 -- Frame 11027 Framerate: 83.9 [Very Good Framerate]
 -- Frame 11028 Framerate: 87.2 [Very Good Framerate]
 -- Frame 11029 Framerate: 83.4 [Very Good Framerate]
 -- Frame 11030 Framerate: 85.2 [Very Good Framerate]
 -- Frame 11031 Framerate: 47.2 [Very Good Framerate]
 -- Frame 11032 Framerate: 91.5 [Very Good Framerate]
 -- Frame 11033 Framerate: 87.2 [Very Good Framerate]
 -- Frame 11034 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11035 Framerate: 74.8 [Very Good Framerate]
 -- Frame 11036 Framerate: 85.2 [Very Good Framerate]
 -- Frame 11037 Framerate: 69.4 [Very Good Framerate]
 -- Frame 11038 Framerate: 92.4 [Very Good Framerate]
 -- Frame 11039 Framerate: 95.1 [Very Good Framerate]
 -- Frame 11040 Framerate: 76.1 [Very Good Framerate]
 -- Frame 11041 Framerate: 70.9 [Very Good Framerate]
 -- Frame 11042 Framerate: 76.7 [Very Good Framerate]
 -- Frame 11043 Framerate: 84.9 [Very Good Framerate]
 -- Frame 11044 Framerate: 69.3 [Very Good Framerate]
 -- Frame 11045 Framerate: 84.9 [Very Good Framerate]
 -- Frame 11046 Framerate: 69.6 [Very Good Framerate]
 -- Frame 11047 Framerate: 86.0 [Very Good Framerate]
 -- Frame 11048 Framerate: 74.4 [Very Good Framerate]
 -- Frame 11049 Framerate: 84.9 [Very Good Framerate]
 -- Frame 11050 Framerate: 63.9 [Very Good Framerate]
 -- Frame 11051 Framerate: 78.5 [Very Good Framerate]
 -- Frame 11052 Framerate: 82.2 [Very Good Framerate]
 -- Frame 11053 Framerate: 73.6 [Very Good Framerate]
 -- Frame 11054 Framerate: 74.2 [Very Good Framerate]
 -- Frame 11055 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11056 Framerate: 92.1 [Very Good Framerate]
 -- Frame 11057 Framerate: 95.4 [Very Good Framerate]
 -- Frame 11058 Framerate: 76.2 [Very Good Framerate]
 -- Frame 11059 Framerate: 73.5 [Very Good Framerate]
 -- Frame 11060 Framerate: 74.7 [Very Good Framerate]
 -- Frame 11061 Framerate: 73.6 [Very Good Framerate]
 -- Frame 11062 Framerate: 87.5 [Very Good Framerate]
 -- Frame 11063 Framerate: 71.7 [Very Good Framerate]
 -- Frame 11064 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11065 Framerate: 95.0 [Very Good Framerate]
 -- Frame 11066 Framerate: 84.8 [Very Good Framerate]
 -- Frame 11067 Framerate: 74.6 [Very Good Framerate]
 -- Frame 11068 Framerate: 78.3 [Very Good Framerate]
 -- Frame 11069 Framerate: 103.6 [Very Good Framerate]
 -- Frame 11070 Framerate: 65.6 [Very Good Framerate]
 -- Frame 11071 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11072 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11073 Framerate: 77.3 [Very Good Framerate]
 -- Frame 11074 Framerate: 92.6 [Very Good Framerate]
 -- Frame 11075 Framerate: 86.0 [Very Good Framerate]
 -- Frame 11076 Framerate: 83.5 [Very Good Framerate]
 -- Frame 11077 Framerate: 66.7 [Very Good Framerate]
 -- Frame 11078 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11079 Framerate: 78.2 [Very Good Framerate]
 -- Frame 11080 Framerate: 82.7 [Very Good Framerate]
 -- Frame 11081 Framerate: 74.1 [Very Good Framerate]
 -- Frame 11082 Framerate: 86.7 [Very Good Framerate]
 -- Frame 11083 Framerate: 65.5 [Very Good Framerate]
 -- Frame 11084 Framerate: 73.8 [Very Good Framerate]
 -- Frame 11085 Framerate: 78.6 [Very Good Framerate]
 -- Frame 11086 Framerate: 81.9 [Very Good Framerate]
 -- Frame 11087 Framerate: 47.8 [Very Good Framerate]
 -- Frame 11088 Framerate: 95.0 [Very Good Framerate]
 -- Frame 11089 Framerate: 75.4 [Very Good Framerate]
 -- Frame 11090 Framerate: 88.3 [Very Good Framerate]
 -- Frame 11091 Framerate: 61.7 [Very Good Framerate]
 -- Frame 11092 Framerate: 90.6 [Very Good Framerate]
 -- Frame 11093 Framerate: 77.8 [Very Good Framerate]
 -- Frame 11094 Framerate: 77.2 [Very Good Framerate]
 -- Frame 11095 Framerate: 74.4 [Very Good Framerate]
 -- Frame 11096 Framerate: 90.4 [Very Good Framerate]
 -- Frame 11097 Framerate: 65.8 [Very Good Framerate]
 -- Frame 11098 Framerate: 80.1 [Very Good Framerate]
 -- Frame 11099 Framerate: 80.7 [Very Good Framerate]
 -- Frame 11100 Framerate: 76.3 [Very Good Framerate]
 -- Frame 11101 Framerate: 92.7 [Very Good Framerate]
 -- Frame 11102 Framerate: 85.8 [Very Good Framerate]
 -- Frame 11103 Framerate: 85.5 [Very Good Framerate]
 -- Frame 11104 Framerate: 65.5 [Very Good Framerate]
 -- Frame 11105 Framerate: 83.9 [Very Good Framerate]
 -- Frame 11106 Framerate: 77.7 [Very Good Framerate]
 -- Frame 11107 Framerate: 73.8 [Very Good Framerate]
 -- Frame 11108 Framerate: 73.1 [Very Good Framerate]
 -- Frame 11109 Framerate: 85.6 [Very Good Framerate]
 -- Frame 11110 Framerate: 78.0 [Very Good Framerate]
 -- Frame 11111 Framerate: 73.8 [Very Good Framerate]
 -- Frame 11112 Framerate: 76.5 [Very Good Framerate]
 -- Frame 11113 Framerate: 75.8 [Very Good Framerate]
 -- Frame 11114 Framerate: 73.2 [Very Good Framerate]
 -- Frame 11115 Framerate: 82.1 [Very Good Framerate]
 -- Frame 11116 Framerate: 99.9 [Very Good Framerate]
 -- Frame 11117 Framerate: 67.5 [Very Good Framerate]
 -- Frame 11118 Framerate: 74.2 [Very Good Framerate]
 -- Frame 11119 Framerate: 91.5 [Very Good Framerate]
 -- Frame 11120 Framerate: 87.3 [Very Good Framerate]
 -- Frame 11121 Framerate: 77.9 [Very Good Framerate]
 -- Frame 11122 Framerate: 95.6 [Very Good Framerate]
 -- Frame 11123 Framerate: 65.7 [Very Good Framerate]
 -- Frame 11124 Framerate: 74.2 [Very Good Framerate]
 -- Frame 11125 Framerate: 75.8 [Very Good Framerate]
 -- Frame 11126 Framerate: 73.4 [Very Good Framerate]
 -- Frame 11127 Framerate: 69.5 [Very Good Framerate]
 -- Frame 11128 Framerate: 91.8 [Very Good Framerate]
 -- Frame 11129 Framerate: 84.6 [Very Good Framerate]
 -- Frame 11130 Framerate: 66.3 [Very Good Framerate]
 -- Frame 11131 Framerate: 74.0 [Very Good Framerate]
 -- Frame 11132 Framerate: 74.9 [Very Good Framerate]
 -- Frame 11133 Framerate: 84.7 [Very Good Framerate]
 -- Frame 11134 Framerate: 71.8 [Very Good Framerate]
 -- Frame 11135 Framerate: 88.8 [Very Good Framerate]
 -- Frame 11136 Framerate: 64.7 [Very Good Framerate]
 -- Frame 11137 Framerate: 88.0 [Very Good Framerate]
 -- Frame 11138 Framerate: 90.7 [Very Good Framerate]
 -- Frame 11139 Framerate: 83.7 [Very Good Framerate]
 -- Frame 11140 Framerate: 71.1 [Very Good Framerate]
 -- Frame 11141 Framerate: 79.9 [Very Good Framerate]
 -- Frame 11142 Framerate: 52.0 [Very Good Framerate]
 -- Frame 11143 Framerate: 92.9 [Very Good Framerate]
 -- Frame 11144 Framerate: 78.1 [Very Good Framerate]
 -- Frame 11145 Framerate: 78.9 [Very Good Framerate]
 -- Frame 11146 Framerate: 91.7 [Very Good Framerate]
 -- Frame 11147 Framerate: 84.8 [Very Good Framerate]
 -- Frame 11148 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11149 Framerate: 78.6 [Very Good Framerate]
 -- Frame 11150 Framerate: 102.5 [Very Good Framerate]
 -- Frame 11151 Framerate: 65.7 [Very Good Framerate]
 -- Frame 11152 Framerate: 74.2 [Very Good Framerate]
 -- Frame 11153 Framerate: 77.7 [Very Good Framerate]
 -- Frame 11154 Framerate: 82.9 [Very Good Framerate]
 -- Frame 11155 Framerate: 75.2 [Very Good Framerate]
 -- Frame 11156 Framerate: 85.2 [Very Good Framerate]
 -- Frame 11157 Framerate: 66.0 [Very Good Framerate]
 -- Frame 11158 Framerate: 72.8 [Very Good Framerate]
 -- Frame 11159 Framerate: 71.2 [Very Good Framerate]
 -- Frame 11160 Framerate: 90.3 [Very Good Framerate]
 -- Frame 11161 Framerate: 78.0 [Very Good Framerate]
 -- Frame 11162 Framerate: 75.0 [Very Good Framerate]
 -- Frame 11163 Framerate: 84.7 [Very Good Framerate]
 -- Frame 11164 Framerate: 79.9 [Very Good Framerate]
 -- Frame 11165 Framerate: 90.1 [Very Good Framerate]
 -- Frame 11166 Framerate: 87.9 [Very Good Framerate]
 -- Frame 11167 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11168 Framerate: 72.8 [Very Good Framerate]
 -- Frame 11169 Framerate: 90.1 [Very Good Framerate]
 -- Frame 11170 Framerate: 66.0 [Very Good Framerate]
 -- Frame 11171 Framerate: 76.4 [Very Good Framerate]
 -- Frame 11172 Framerate: 84.9 [Very Good Framerate]
 -- Frame 11173 Framerate: 89.3 [Very Good Framerate]
 -- Frame 11174 Framerate: 87.7 [Very Good Framerate]
 -- Frame 11175 Framerate: 76.3 [Very Good Framerate]
 -- Frame 11176 Framerate: 86.0 [Very Good Framerate]
 -- Frame 11177 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11178 Framerate: 76.0 [Very Good Framerate]
 -- Frame 11179 Framerate: 74.5 [Very Good Framerate]
 -- Frame 11180 Framerate: 72.1 [Very Good Framerate]
 -- Frame 11181 Framerate: 77.0 [Very Good Framerate]
 -- Frame 11182 Framerate: 94.6 [Very Good Framerate]
 -- Frame 11183 Framerate: 72.5 [Very Good Framerate]
 -- Frame 11184 Framerate: 79.3 [Very Good Framerate]
 -- Frame 11185 Framerate: 77.0 [Very Good Framerate]
 -- Frame 11186 Framerate: 71.8 [Very Good Framerate]
 -- Frame 11187 Framerate: 74.1 [Very Good Framerate]
 -- Frame 11188 Framerate: 80.1 [Very Good Framerate]
 -- Frame 11189 Framerate: 97.9 [Very Good Framerate]
 -- Frame 11190 Framerate: 65.3 [Very Good Framerate]
 -- Frame 11191 Framerate: 74.9 [Very Good Framerate]
 -- Frame 11192 Framerate: 85.8 [Very Good Framerate]
 -- Frame 11193 Framerate: 87.6 [Very Good Framerate]
 -- Frame 11194 Framerate: 72.1 [Very Good Framerate]
 -- Frame 11195 Framerate: 50.4 [Very Good Framerate]
 -- Frame 11196 Framerate: 85.7 [Very Good Framerate]
 -- Frame 11197 Framerate: 77.5 [Very Good Framerate]
 -- Frame 11198 Framerate: 85.6 [Very Good Framerate]
 -- Frame 11199 Framerate: 67.6 [Very Good Framerate]
 -- Frame 11200 Framerate: 75.1 [Very Good Framerate]
 -- Frame 11201 Framerate: 88.6 [Very Good Framerate]
 -- Frame 11202 Framerate: 85.4 [Very Good Framerate]
 -- Frame 11203 Framerate: 72.8 [Very Good Framerate]
 -- Frame 11204 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11205 Framerate: 82.6 [Very Good Framerate]
 -- Frame 11206 Framerate: 71.6 [Very Good Framerate]
 -- Frame 11207 Framerate: 89.8 [Very Good Framerate]
 -- Frame 11208 Framerate: 72.4 [Very Good Framerate]
 -- Frame 11209 Framerate: 77.8 [Very Good Framerate]
 -- Frame 11210 Framerate: 88.2 [Very Good Framerate]
 -- Frame 11211 Framerate: 86.6 [Very Good Framerate]
 -- Frame 11212 Framerate: 99.9 [Very Good Framerate]
 -- Frame 11213 Framerate: 67.9 [Very Good Framerate]
 -- Frame 11214 Framerate: 73.8 [Very Good Framerate]
 -- Frame 11215 Framerate: 80.2 [Very Good Framerate]
 -- Frame 11216 Framerate: 71.7 [Very Good Framerate]
 -- Frame 11217 Framerate: 80.0 [Very Good Framerate]
 -- Frame 11218 Framerate: 99.3 [Very Good Framerate]
 -- Frame 11219 Framerate: 68.4 [Very Good Framerate]
 -- Frame 11220 Framerate: 76.6 [Very Good Framerate]
 -- Frame 11221 Framerate: 73.5 [Very Good Framerate]
 -- Frame 11222 Framerate: 75.8 [Very Good Framerate]
 -- Frame 11223 Framerate: 84.4 [Very Good Framerate]
 -- Frame 11224 Framerate: 77.6 [Very Good Framerate]
 -- Frame 11225 Framerate: 85.5 [Very Good Framerate]
 -- Frame 11226 Framerate: 66.6 [Very Good Framerate]
 -- Frame 11227 Framerate: 69.9 [Very Good Framerate]
 -- Frame 11228 Framerate: 82.4 [Very Good Framerate]
 -- Frame 11229 Framerate: 81.7 [Very Good Framerate]
 -- Frame 11230 Framerate: 74.1 [Very Good Framerate]
 -- Frame 11231 Framerate: 88.9 [Very Good Framerate]
 -- Frame 11232 Framerate: 68.5 [Very Good Framerate]
 -- Frame 11233 Framerate: 83.3 [Very Good Framerate]
 -- Frame 11234 Framerate: 72.9 [Very Good Framerate]
 -- Frame 11235 Framerate: 76.4 [Very Good Framerate]
 -- Frame 11236 Framerate: 77.3 [Very Good Framerate]
 -- Frame 11237 Framerate: 87.3 [Very Good Framerate]
 -- Frame 11238 Framerate: 96.6 [Very Good Framerate]
 -- Frame 11239 Framerate: 75.9 [Very Good Framerate]
 -- Frame 11240 Framerate: 76.8 [Very Good Framerate]
 -- Frame 11241 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11242 Framerate: 73.9 [Very Good Framerate]
 -- Frame 11243 Framerate: 73.8 [Very Good Framerate]
 -- Frame 11244 Framerate: 78.1 [Very Good Framerate]
 -- Frame 11245 Framerate: 101.6 [Very Good Framerate]
 -- Frame 11246 Framerate: 51.6 [Very Good Framerate]
 -- Frame 11247 Framerate: 85.6 [Very Good Framerate]
 -- Frame 11248 Framerate: 73.8 [Very Good Framerate]
 -- Frame 11249 Framerate: 70.6 [Very Good Framerate]
 -- Frame 11250 Framerate: 82.3 [Very Good Framerate]
 -- Frame 11251 Framerate: 85.9 [Very Good Framerate]
 -- Frame 11252 Framerate: 74.7 [Very Good Framerate]
 -- Frame 11253 Framerate: 76.9 [Very Good Framerate]
 -- Frame 11254 Framerate: 91.7 [Very Good Framerate]
 -- Frame 11255 Framerate: 84.6 [Very Good Framerate]
 -- Frame 11256 Framerate: 86.1 [Very Good Framerate]
 -- Frame 11257 Framerate: 74.7 [Very Good Framerate]
 -- Frame 11258 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11259 Framerate: 77.6 [Very Good Framerate]
 -- Frame 11260 Framerate: 75.8 [Very Good Framerate]
 -- Frame 11261 Framerate: 76.2 [Very Good Framerate]
 -- Frame 11262 Framerate: 84.1 [Very Good Framerate]
 -- Frame 11263 Framerate: 75.9 [Very Good Framerate]
 -- Frame 11264 Framerate: 82.8 [Very Good Framerate]
 -- Frame 11265 Framerate: 86.5 [Very Good Framerate]
 -- Frame 11266 Framerate: 76.7 [Very Good Framerate]
 -- Frame 11267 Framerate: 79.4 [Very Good Framerate]
 -- Frame 11268 Framerate: 85.3 [Very Good Framerate]
 -- Frame 11269 Framerate: 68.3 [Very Good Framerate]
 -- Frame 11270 Framerate: 74.4 [Very Good Framerate]
 -- Frame 11271 Framerate: 80.9 [Very Good Framerate]
 -- Frame 11272 Framerate: 86.5 [Very Good Framerate]
 -- Frame 11273 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11274 Framerate: 82.4 [Very Good Framerate]
 -- Frame 11275 Framerate: 68.7 [Very Good Framerate]
 -- Frame 11276 Framerate: 74.9 [Very Good Framerate]
 -- Frame 11277 Framerate: 74.8 [Very Good Framerate]
 -- Frame 11278 Framerate: 75.5 [Very Good Framerate]
 -- Frame 11279 Framerate: 77.9 [Very Good Framerate]
 -- Frame 11280 Framerate: 86.8 [Very Good Framerate]
 -- Frame 11281 Framerate: 65.2 [Very Good Framerate]
 -- Frame 11282 Framerate: 82.6 [Very Good Framerate]
 -- Frame 11283 Framerate: 85.9 [Very Good Framerate]
 -- Frame 11284 Framerate: 86.2 [Very Good Framerate]
 -- Frame 11285 Framerate: 73.7 [Very Good Framerate]
 -- Frame 11286 Framerate: 75.4 [Very Good Framerate]
 -- Frame 11287 Framerate: 76.3 [Very Good Framerate]
 -- Frame 11288 Framerate: 85.0 [Very Good Framerate]
 -- Frame 11289 Framerate: 70.6 [Very Good Framerate]
 -- Frame 11290 Framerate: 73.5 [Very Good Framerate]
 -- Frame 11291 Framerate: 76.9 [Very Good Framerate]
 -- Frame 11292 Framerate: 82.5 [Very Good Framerate]
 -- Frame 11293 Framerate: 83.2 [Very Good Framerate]
 -- Frame 11294 Framerate: 76.8 [Very Good Framerate]
 -- Frame 11295 Framerate: 83.0 [Very Good Framerate]
 -- Frame 11296 Framerate: 68.0 [Very Good Framerate]
 -- Frame 11297 Framerate: 50.4 [Very Good Framerate]
 -- Frame 11298 Framerate: 85.7 [Very Good Framerate]
 -- Frame 11299 Framerate: 74.2 [Very Good Framerate]
 -- Frame 11300 Framerate: 76.6 [Very Good Framerate]
 -- Frame 11301 Framerate: 74.7 [Very Good Framerate]
 -- Frame 11302 Framerate: 76.5 [Very Good Framerate]
 -- Frame 11303 Framerate: 90.7 [Very Good Framerate]
 -- Frame 11304 Framerate: 67.6 [Very Good Framerate]
 -- Frame 11305 Framerate: 72.1 [Very Good Framerate]
 -- Frame 11306 Framerate: 76.3 [Very Good Framerate]
 -- Frame 11307 Framerate: 77.8 [Very Good Framerate]
 -- Frame 11308 Framerate: 74.0 [Very Good Framerate]
 -- Frame 11309 Framerate: 94.6 [Very Good Framerate]
 -- Frame 11310 Framerate: 83.4 [Very Good Framerate]
 -- Frame 11311 Framerate: 86.6 [Very Good Framerate]
 -- Frame 11312 Framerate: 74.3 [Very Good Framerate]
 -- Frame 11313 Framerate: 75.7 [Very Good Framerate]
 -- Frame 11314 Framerate: 73.9 [Very Good Framerate]
 -- Frame 11315 Framerate: 77.9 [Very Good Framerate]
 -- Frame 11316 Framerate: 85.8 [Very Good Framerate]
 -- Frame 11317 Framerate: 64.8 [Very Good Framerate]
 -- Frame 11318 Framerate: 80.9 [Very Good Framerate]
 -- Frame 11319 Framerate: 77.9 [Very Good Framerate]
 -- Frame 11320 Framerate: 75.3 [Very Good Framerate]
 -- Frame 11321 Framerate: 76.4 [Very Good Framerate]
 -- Frame 11322 Framerate: 92.7 [Very Good Framerate]
 -- Frame 11323 Framerate: 65.3 [Very Good Framerate]
 -- Frame 11324 Framerate: 79.0 [Very Good Framerate]
 -- Frame 11325 Framerate: 72.9 [Very Good Framerate]
 -- Frame 11326 Framerate: 75.8 [Very Good Framerate]
 -- Frame 11327 Framerate: 79.2 [Very Good Framerate]
 -- Frame 11328 Framerate: 87.3 [Very Good Framerate]
 -- Frame 11329 Framerate: 65.9 [Very Good Framerate]
 -- Frame 11330 Framerate: 76.1 [Very Good Framerate]
 -- Frame 11331 Framerate: 74.5 [Very Good Framerate]
 -- Frame 11332 Framerate: 75.6 [Very Good Framerate]
 -- Frame 11333 Framerate: 73.9 [Very Good Framerate]
 -- Frame 11334 Framerate: 76.1 [Very Good Framerate]
 -- Frame 11335 Framerate: 93.6 [Very Good Framerate]
 -- Frame 11336 Framerate: 67.4 [Very Good Framerate]
 -- Frame 11337 Framerate: 76.8 [Very Good Framerate]
 -- Frame 11338 Framerate: 74.1 [Very Good Framerate]
 -- Frame 11339 Framerate: 73.8 [Very Good Framerate]
 -- Frame 11340 Framerate: 73.1 [Very Good Framerate]
 -- Frame 11341 Framerate: 97.4 [Very Good Framerate]
 -- Frame 11342 Framerate: 64.4 [Very Good Framerate]
 -- Frame 11343 Framerate: 82.4 [Very Good Framerate]
 -- Frame 11344 Framerate: 80.2 [Very Good Framerate]
 -- Frame 11345 Framerate: 72.0 [Very Good Framerate]
 -- Frame 11346 Framerate: 79.9 [Very Good Framerate]
 -- Frame 11347 Framerate: 85.9 [Very Good Framerate]
 -- Frame 11348 Framerate: 85.8 [Very Good Framerate]
 -- Frame 11349 Framerate: 74.4 [Very Good Framerate]
 -- Frame 11350 Framerate: 85.6 [Very Good Framerate]
 -- Frame 11351 Framerate: 66.7 [Very Good Framerate]
 -- Frame 11352 Framerate: 75.0 [Very Good Framerate]
 -- Frame 11353 Framerate: 76.9 [Very Good Framerate]
 -- Frame 11354 Framerate: 76.9 [Very Good Framerate]
 -- Frame 11355 Framerate: 75.2 [Very Good Framerate]
 -- Frame 11356 Framerate: 87.4 [Very Good Framerate]
 -- Frame 11357 Framerate: 69.9 [Very Good Framerate]
 -- Frame 11358 Framerate: 76.6 [Very Good Framerate]
 -- Frame 11359 Framerate: 77.0 [Very Good Framerate]
 -- Frame 11360 Framerate: 77.9 [Very Good Framerate]
 -- Frame 11361 Framerate: 81.0 [Very Good Framerate]
 -- Frame 11362 Framerate: 79.5 [Very Good Framerate]
 -- Frame 11363 Framerate: 93.9 [Very Good Framerate]
 -- Frame 11364 Framerate: 67.0 [Very Good Framerate]
 -- Frame 11365 Framerate: 75.8 [Very Good Framerate]
 -- Frame 11366 Framerate: 79.4 [Very Good Framerate]
 -- Frame 11367 Framerate: 75.8 [Very Good Framerate]
 -- Frame 11368 Framerate: 76.8 [Very Good Framerate]
 -- Frame 11369 Framerate: 93.4 [Very Good Framerate]
 -- Frame 11370 Framerate: 69.3 [Very Good Framerate]
 -- Frame 11371 Framerate: 74.5 [Very Good Framerate]
 -- Frame 11372 Framerate: 77.6 [Very Good Framerate]
 -- Frame 11373 Framerate: 77.6 [Very Good Framerate]
 -- Frame 11374 Framerate: 79.9 [Very Good Framerate]
 -- Frame 11375 Framerate: 84.5 [Very Good Framerate]
 -- Frame 11376 Framerate: 101.2 [Very Good Framerate]
 -- Frame 11377 Framerate: 68.5 [Very Good Framerate]
 -- Frame 11378 Framerate: 75.6 [Very Good Framerate]
 -- Frame 11379 Framerate: 77.0 [Very Good Framerate]
 -- Frame 11380 Framerate: 75.9 [Very Good Framerate]
 -- Frame 11381 Framerate: 79.5 [Very Good Framerate]
 -- Frame 11382 Framerate: 74.6 [Very Good Framerate]
 -- Frame 11383 Framerate: 92.1 [Very Good Framerate]
 -- Frame 11384 Framerate: 68.1 [Very Good Framerate]
 -- Frame 11385 Framerate: 76.2 [Very Good Framerate]
 -- Frame 11386 Framerate: 75.1 [Very Good Framerate]
 -- Frame 11387 Framerate: 79.3 [Very Good Framerate]
 -- Frame 11388 Framerate: 73.9 [Very Good Framerate]
 -- Frame 11389 Framerate: 81.6 [Very Good Framerate]
 -- Frame 11390 Framerate: 84.3 [Very Good Framerate]
 -- Frame 11391 Framerate: 79.2 [Very Good Framerate]
 -- Frame 11392 Framerate: 73.0 [Very Good Framerate]
 -- Frame 11393 Framerate: 84.0 [Very Good Framerate]
 -- Frame 11394 Framerate: 84.5 [Very Good Framerate]
 -- Frame 11395 Framerate: 77.6 [Very Good Framerate]
 -- Frame 11396 Framerate: 78.6 [Very Good Framerate]
 -- Frame 11397 Framerate: 95.7 [Very Good Framerate]
 -- Frame 11398 Framerate: 42.7 [Very Good Framerate]
 -- Frame 11399 Framerate: 85.0 [Very Good Framerate]
 -- Frame 11400 Framerate: 77.5 [Very Good Framerate]
 -- Frame 11401 Framerate: 81.0 [Very Good Framerate]
 -- Frame 11402 Framerate: 72.8 [Very Good Framerate]
 -- Frame 11403 Framerate: 78.8 [Very Good Framerate]
 -- Frame 11404 Framerate: 74.0 [Very Good Framerate]
 -- Frame 11405 Framerate: 92.7 [Very Good Framerate]
 -- Frame 11406 Framerate: 66.0 [Very Good Framerate]
 -- Frame 11407 Framerate: 77.4 [Very Good Framerate]
 -- Frame 11408 Framerate: 76.4 [Very Good Framerate]
